"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","Int","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Url"
2018,"Nice","Ligue 1","opponent",31,38,70,4,0,557,420,62,704,484,442,3,10,1,2021,381,388,49.5,"https://fbref.com/en/squads/132ebc33/2017-2018/Nice-Stats"
2018,"Paris S-G","Ligue 1","team",28,38,65,6,4,425,493,93,682,329,435,7,5,1,2023,353,265,57.1,"https://fbref.com/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats"
2018,"Paris S-G","Ligue 1","opponent",28,38,77,3,2,511,406,92,611,540,479,4,9,8,1954,265,353,42.9,"https://fbref.com/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats"
2018,"RB Leipzig","Bundesliga","team",23,34,NA,NA,3,452,485,87,521,397,509,4,5,0,1700,638,544,54,"https://fbref.com/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats"
2018,"RB Leipzig","Bundesliga","opponent",23,34,67,4,1,503,429,107,562,448,590,5,5,0,1608,544,638,46,"https://fbref.com/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats"
2018,"Real Madrid","La Liga","team",24,38,65,4,2,436,517,115,904,424,470,9,4,2,2087,406,369,52.4,"https://fbref.com/en/squads/53a2f082/2017-2018/Real-Madrid-Stats"
2018,"Real Madrid","La Liga","opponent",24,38,97,3,1,531,421,76,531,486,418,3,10,3,1891,369,406,47.6,"https://fbref.com/en/squads/53a2f082/2017-2018/Real-Madrid-Stats"
2018,"Real Sociedad","La Liga","team",27,38,60,5,4,419,538,91,782,446,374,5,8,1,2038,498,467,51.6,"https://fbref.com/en/squads/e31d1cd9/2017-2018/Real-Sociedad-Stats"
2018,"Real Sociedad","La Liga","opponent",27,38,94,1,1,556,391,89,596,489,510,5,5,2,1910,467,498,48.4,"https://fbref.com/en/squads/e31d1cd9/2017-2018/Real-Sociedad-Stats"
2018,"Rennes","Ligue 1","team",28,38,64,5,3,479,525,89,766,415,409,7,8,2,2194,674,642,51.2,"https://fbref.com/en/squads/b3072e00/2017-2018/Rennes-Stats"
2018,"Rennes","Ligue 1","opponent",28,38,104,7,4,558,457,77,726,455,439,7,8,2,2064,642,674,48.8,"https://fbref.com/en/squads/b3072e00/2017-2018/Rennes-Stats"
2018,"Roma","Serie A","team",27,38,NA,NA,1,396,439,71,962,477,384,4,5,0,2201,664,471,58.5,"https://fbref.com/en/squads/cf74a709/2017-2018/Roma-Stats"
2018,"Roma","Serie A","opponent",27,38,71,5,4,463,374,136,623,453,504,3,6,5,2045,471,664,41.5,"https://fbref.com/en/squads/cf74a709/2017-2018/Roma-Stats"
2018,"SPAL","Serie A","team",29,38,NA,NA,2,479,640,91,727,527,414,5,12,4,1776,507,545,48.2,"https://fbref.com/en/squads/1d2fe027/2017-2018/SPAL-Stats"
2018,"SPAL","Serie A","opponent",29,38,76,4,1,664,449,59,807,335,392,10,6,2,1973,545,507,51.8,"https://fbref.com/en/squads/1d2fe027/2017-2018/SPAL-Stats"
2018,"Saint-Étienne","Ligue 1","team",30,38,71,8,1,510,492,90,657,401,447,10,7,1,2035,627,597,51.2,"https://fbref.com/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats"
2018,"Saint-Étienne","Ligue 1","opponent",30,38,68,4,1,511,485,56,815,493,452,6,11,2,2099,597,627,48.8,"https://fbref.com/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats"
2018,"Sampdoria","Serie A","team",27,38,NA,NA,2,426,485,54,777,335,423,6,10,2,1997,463,545,45.9,"https://fbref.com/en/squads/8ff9e3b3/2017-2018/Sampdoria-Stats"
2018,"Sampdoria","Serie A","opponent",27,38,92,4,4,505,393,147,810,503,465,6,8,0,2140,545,463,54.1,"https://fbref.com/en/squads/8ff9e3b3/2017-2018/Sampdoria-Stats"
2018,"Sassuolo","Serie A","team",28,38,NA,NA,4,488,556,80,793,506,375,6,3,2,2077,592,528,52.9,"https://fbref.com/en/squads/e2befd26/2017-2018/Sassuolo-Stats"
2018,"Sassuolo","Serie A","opponent",28,38,75,4,3,584,456,77,854,389,450,1,10,1,2111,528,592,47.1,"https://fbref.com/en/squads/e2befd26/2017-2018/Sassuolo-Stats"
2018,"Schalke 04","Bundesliga","team",24,34,NA,NA,1,549,504,81,583,498,534,9,6,1,1871,558,510,52.2,"https://fbref.com/en/squads/c539e393/2017-2018/Schalke-04-Stats"
2018,"Schalke 04","Bundesliga","opponent",24,34,65,5,4,519,531,47,580,378,541,4,10,3,1661,510,558,47.8,"https://fbref.com/en/squads/c539e393/2017-2018/Schalke-04-Stats"
2018,"Sevilla","La Liga","team",31,38,97,3,2,562,493,137,657,409,535,3,8,1,2129,582,504,53.6,"https://fbref.com/en/squads/ad2be733/2017-2018/Sevilla-Stats"
2018,"Sevilla","La Liga","opponent",31,38,80,3,3,527,537,74,684,467,471,6,5,1,2076,504,582,46.4,"https://fbref.com/en/squads/ad2be733/2017-2018/Sevilla-Stats"
2018,"Southampton","Premier League","team",26,38,NA,NA,1,416,377,73,800,462,454,3,2,0,2222,687,821,45.6,"https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats"
2018,"Southampton","Premier League","opponent",26,38,51,2,0,397,409,46,718,420,343,2,3,1,2009,821,687,54.4,"https://fbref.com/en/squads/33c895d4/2017-2018/Southampton-Stats"
2018,"Stoke City","Premier League","team",30,38,NA,NA,0,436,375,87,598,461,437,2,5,2,1832,974,774,55.7,"https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats"
2018,"Stoke City","Premier League","opponent",30,38,49,0,0,392,418,90,844,330,408,5,3,1,2054,774,974,44.3,"https://fbref.com/en/squads/17892952/2017-2018/Stoke-City-Stats"
2018,"Strasbourg","Ligue 1","team",25,38,71,4,1,523,437,76,776,515,490,7,7,0,2087,700,664,51.3,"https://fbref.com/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats"
2018,"Strasbourg","Ligue 1","opponent",25,38,80,4,1,462,505,73,728,413,430,6,7,1,2100,664,700,48.7,"https://fbref.com/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats"
2018,"Stuttgart","Bundesliga","team",26,34,NA,NA,2,462,429,72,610,414,496,2,6,0,1477,627,694,47.5,"https://fbref.com/en/squads/598bc722/2017-2018/Stuttgart-Stats"
2018,"Stuttgart","Bundesliga","opponent",26,34,46,2,0,451,446,60,686,372,452,4,3,1,1571,694,627,52.5,"https://fbref.com/en/squads/598bc722/2017-2018/Stuttgart-Stats"
2018,"Swansea City","Premier League","team",26,38,NA,NA,0,377,400,38,694,390,417,1,6,2,1877,687,769,47.2,"https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats"
2018,"Swansea City","Premier League","opponent",26,38,68,0,0,414,358,79,789,399,423,5,1,1,2086,769,687,52.8,"https://fbref.com/en/squads/fb10988f/2017-2018/Swansea-City-Stats"
2018,"Torino","Serie A","team",27,38,NA,NA,4,568,508,71,612,421,405,2,8,0,2122,614,573,51.7,"https://fbref.com/en/squads/105360fe/2017-2018/Torino-Stats"
2018,"Torino","Serie A","opponent",27,38,72,5,1,536,534,88,808,415,508,5,2,1,2049,573,614,48.3,"https://fbref.com/en/squads/105360fe/2017-2018/Torino-Stats"
2018,"Tottenham","Premier League","team",25,38,NA,NA,1,384,394,88,825,380,399,3,3,1,2142,605,583,50.9,"https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats"
2018,"Tottenham","Premier League","opponent",25,38,75,1,0,407,368,113,596,531,485,3,3,4,2130,583,605,49.1,"https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats"
2018,"Toulouse","Ligue 1","team",25,38,92,3,1,590,495,75,822,479,465,9,6,2,2074,748,672,52.7,"https://fbref.com/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats"
2018,"Toulouse","Ligue 1","opponent",25,38,77,9,5,516,554,152,720,408,455,6,11,3,2125,672,748,47.3,"https://fbref.com/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats"
2018,"Troyes","Ligue 1","team",25,38,76,7,2,495,388,63,689,437,410,3,5,1,2018,641,787,44.9,"https://fbref.com/en/squads/54195385/2017-2018/Troyes-Stats"
2018,"Troyes","Ligue 1","opponent",25,38,51,5,1,416,477,128,821,476,441,4,3,2,2204,787,641,55.1,"https://fbref.com/en/squads/54195385/2017-2018/Troyes-Stats"
2018,"Udinese","Serie A","team",27,38,NA,NA,0,531,392,60,711,459,415,5,6,5,1934,539,577,48.3,"https://fbref.com/en/squads/04eea015/2017-2018/Udinese-Stats"
2018,"Udinese","Serie A","opponent",27,38,59,5,4,415,499,77,788,420,392,5,7,3,2038,577,539,51.7,"https://fbref.com/en/squads/04eea015/2017-2018/Udinese-Stats"
2018,"Valencia","La Liga","team",25,38,103,5,4,518,548,83,605,459,492,7,5,0,2023,534,460,53.7,"https://fbref.com/en/squads/dcc91a7b/2017-2018/Valencia-Stats"
2018,"Valencia","La Liga","opponent",25,38,97,5,3,561,494,82,787,542,488,3,8,2,2033,460,534,46.3,"https://fbref.com/en/squads/dcc91a7b/2017-2018/Valencia-Stats"
2018,"Villarreal","La Liga","team",32,38,113,6,4,598,458,111,517,427,466,5,8,0,2021,553,533,50.9,"https://fbref.com/en/squads/2a8183b3/2017-2018/Villarreal-Stats"
2018,"Villarreal","La Liga","opponent",32,38,83,4,2,475,571,109,873,518,440,7,5,1,2047,533,553,49.1,"https://fbref.com/en/squads/2a8183b3/2017-2018/Villarreal-Stats"
2018,"Watford","Premier League","team",29,38,NA,NA,1,441,381,74,713,467,432,6,6,1,2105,841,883,48.8,"https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats"
2018,"Watford","Premier League","opponent",29,38,65,3,2,393,425,117,676,439,426,5,6,2,2125,883,841,51.2,"https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats"
2018,"Werder Bremen","Bundesliga","team",25,34,NA,NA,0,522,443,69,655,421,435,0,4,2,1368,636,617,50.8,"https://fbref.com/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats"
2018,"Werder Bremen","Bundesliga","opponent",25,34,47,1,1,455,510,83,612,357,471,4,0,3,1539,617,636,49.2,"https://fbref.com/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats"
2018,"West Brom","Premier League","team",24,38,NA,NA,0,440,345,79,784,470,385,0,1,2,2094,785,784,50,"https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats"
2018,"West Brom","Premier League","opponent",24,38,56,1,1,365,423,52,783,344,424,1,1,0,2019,784,785,50,"https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats"
2018,"West Ham","Premier League","team",27,38,NA,NA,1,379,450,97,733,482,410,4,6,1,2017,743,771,49.1,"https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats"
2018,"West Ham","Premier League","opponent",27,38,55,1,1,463,370,54,753,370,423,6,4,0,2091,771,743,50.9,"https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats"
2018,"Wolfsburg","Bundesliga","team",29,34,NA,NA,5,444,499,57,556,403,430,6,9,2,1300,601,591,50.4,"https://fbref.com/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats"
2018,"Wolfsburg","Bundesliga","opponent",29,34,58,2,2,520,430,57,651,399,460,8,6,0,1538,591,601,49.6,"https://fbref.com/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats"
2019,"Alavés","La Liga","team",26,38,101,1,0,551,499,58,729,390,389,2,6,2,1972,864,890,49.3,"https://fbref.com/en/squads/8d6fd021/2018-2019/Alaves-Stats"
2019,"Alavés","La Liga","opponent",26,38,93,2,0,525,528,91,800,364,330,3,3,0,2010,890,864,50.7,"https://fbref.com/en/squads/8d6fd021/2018-2019/Alaves-Stats"
2019,"Amiens","Ligue 1","team",26,38,59,6,3,521,519,65,586,396,384,1,9,2,1918,722,705,50.6,"https://fbref.com/en/squads/25622401/2018-2019/Amiens-Stats"
2019,"Amiens","Ligue 1","opponent",26,38,61,3,0,539,498,64,724,406,380,7,3,1,1983,705,722,49.4,"https://fbref.com/en/squads/25622401/2018-2019/Amiens-Stats"
2019,"Angers","Ligue 1","team",24,38,49,4,0,449,445,51,628,420,399,10,5,2,1946,616,565,52.2,"https://fbref.com/en/squads/69236f98/2018-2019/Angers-Stats"
2019,"Angers","Ligue 1","opponent",24,38,76,3,2,470,420,73,730,412,427,4,10,2,2073,565,616,47.8,"https://fbref.com/en/squads/69236f98/2018-2019/Angers-Stats"
2019,"Arsenal","Premier League","team",28,38,73,2,1,412,455,89,605,412,366,4,7,1,2000,555,637,46.6,"https://fbref.com/en/squads/18bb7c10/2018-2019/Arsenal-Stats"
2019,"Arsenal","Premier League","opponent",28,38,76,2,1,469,385,94,627,525,362,7,5,4,2025,637,555,53.4,"https://fbref.com/en/squads/18bb7c10/2018-2019/Arsenal-Stats"
2019,"Atalanta","Serie A","team",27,38,62,3,1,445,501,71,801,454,397,3,5,3,2247,628,551,53.3,"https://fbref.com/en/squads/922493f3/2018-2019/Atalanta-Stats"
2019,"Atalanta","Serie A","opponent",27,38,92,6,4,521,411,87,569,472,458,3,4,2,2128,551,628,46.7,"https://fbref.com/en/squads/922493f3/2018-2019/Atalanta-Stats"
2019,"Athletic Club","La Liga","team",27,38,118,4,2,580,492,74,728,453,384,6,5,0,2036,923,723,56.1,"https://fbref.com/en/squads/2b390eca/2018-2019/Athletic-Club-Stats"
2019,"Athletic Club","La Liga","opponent",27,38,106,2,2,522,554,79,654,355,402,4,7,2,1965,723,923,43.9,"https://fbref.com/en/squads/2b390eca/2018-2019/Athletic-Club-Stats"
2019,"Atlético Madrid","La Liga","team",29,38,100,5,3,476,453,80,590,463,487,2,5,2,2080,675,586,53.5,"https://fbref.com/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats"
2019,"Atlético Madrid","La Liga","opponent",29,38,95,3,2,477,448,21,692,436,383,3,4,2,2037,586,675,46.5,"https://fbref.com/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats"
2019,"Augsburg","Bundesliga","team",30,34,55,1,0,458,349,85,603,467,376,2,2,2,1875,654,699,48.3,"https://fbref.com/en/squads/0cdc4311/2018-2019/Augsburg-Stats"
2019,"Augsburg","Bundesliga","opponent",30,34,53,1,1,376,433,63,596,394,328,2,5,1,1776,699,654,51.7,"https://fbref.com/en/squads/0cdc4311/2018-2019/Augsburg-Stats"
2019,"Barcelona","La Liga","team",30,38,76,2,1,410,550,102,394,391,346,8,2,1,2017,449,365,55.2,"https://fbref.com/en/squads/206d90db/2018-2019/Barcelona-Stats"
2019,"Barcelona","La Liga","opponent",30,38,102,5,3,572,379,68,578,545,435,1,9,2,1963,365,449,44.8,"https://fbref.com/en/squads/206d90db/2018-2019/Barcelona-Stats"
2019,"Bayern Munich","Bundesliga","team",24,34,42,2,2,312,342,88,777,336,294,4,6,1,1979,522,444,54,"https://fbref.com/en/squads/054efa67/2018-2019/Bayern-Munich-Stats"
2019,"Bayern Munich","Bundesliga","opponent",24,34,56,6,3,364,284,54,317,382,366,3,4,2,1614,444,522,46,"https://fbref.com/en/squads/054efa67/2018-2019/Bayern-Munich-Stats"
2019,"Betis","La Liga","team",25,38,89,1,0,435,548,79,590,361,378,5,5,0,1804,463,467,49.8,"https://fbref.com/en/squads/fc536746/2018-2019/Real-Betis-Stats"
2019,"Betis","La Liga","opponent",25,38,123,7,4,585,418,101,594,424,392,4,7,1,1852,467,463,50.2,"https://fbref.com/en/squads/fc536746/2018-2019/Real-Betis-Stats"
2019,"Bologna","Serie A","team",29,38,91,6,3,516,519,83,737,372,430,2,4,1,1877,748,716,51.1,"https://fbref.com/en/squads/1d8099f8/2018-2019/Bologna-Stats"
2019,"Bologna","Serie A","opponent",29,38,98,5,3,547,493,47,768,369,409,3,5,3,1983,716,748,48.9,"https://fbref.com/en/squads/1d8099f8/2018-2019/Bologna-Stats"
2019,"Bordeaux","Ligue 1","team",33,38,74,5,0,545,497,60,658,391,447,3,7,0,2158,660,721,47.8,"https://fbref.com/en/squads/123f3efe/2018-2019/Bordeaux-Stats"
2019,"Bordeaux","Ligue 1","opponent",33,38,69,2,1,522,514,54,745,369,481,4,6,0,2202,721,660,52.2,"https://fbref.com/en/squads/123f3efe/2018-2019/Bordeaux-Stats"
2019,"Bournemouth","Premier League","team",28,38,60,1,0,340,441,57,613,371,299,8,5,3,1910,701,736,48.8,"https://fbref.com/en/squads/4ba7cbea/2018-2019/Bournemouth-Stats"
2019,"Bournemouth","Premier League","opponent",28,38,91,9,4,456,326,84,753,423,388,4,9,1,2044,736,701,51.2,"https://fbref.com/en/squads/4ba7cbea/2018-2019/Bournemouth-Stats"
2019,"Brighton","Premier League","team",21,38,61,4,1,463,301,90,636,463,391,5,10,0,1979,824,780,51.4,"https://fbref.com/en/squads/d07537b9/2018-2019/Brighton-and-Hove-Albion-Stats"
2019,"Brighton","Premier League","opponent",21,38,52,2,1,322,441,37,725,399,346,9,6,0,1989,780,824,48.6,"https://fbref.com/en/squads/d07537b9/2018-2019/Brighton-and-Hove-Albion-Stats"
2019,"Burnley","Premier League","team",23,38,75,1,0,360,356,106,692,367,311,1,3,4,1955,1016,1025,49.8,"https://fbref.com/en/squads/943e8050/2018-2019/Burnley-Stats"
2019,"Burnley","Premier League","opponent",23,38,58,3,1,376,344,46,811,307,291,2,2,2,1976,1025,1016,50.2,"https://fbref.com/en/squads/943e8050/2018-2019/Burnley-Stats"
2019,"Caen","Ligue 1","team",26,38,79,6,4,559,500,50,647,489,435,3,8,2,1911,756,822,47.9,"https://fbref.com/en/squads/74229020/2018-2019/Caen-Stats"
2019,"Caen","Ligue 1","opponent",26,38,65,4,2,525,523,58,751,330,386,5,4,0,2019,821,757,52,"https://fbref.com/en/squads/74229020/2018-2019/Caen-Stats"
2019,"Cagliari","Serie A","team",30,38,94,9,5,573,454,58,794,344,388,3,10,2,1946,850,758,52.9,"https://fbref.com/en/squads/c4260e09/2018-2019/Cagliari-Stats"
2019,"Cagliari","Serie A","opponent",30,38,75,5,2,486,539,82,812,377,306,5,3,1,2017,758,850,47.1,"https://fbref.com/en/squads/c4260e09/2018-2019/Cagliari-Stats"
2019,"Cardiff City","Premier League","team",25,38,66,1,0,374,390,77,562,529,375,2,7,0,1975,966,966,50,"https://fbref.com/en/squads/75fae011/2018-2019/Cardiff-City-Stats"
2019,"Cardiff City","Premier League","opponent",25,38,49,3,0,415,360,36,662,314,326,6,4,1,1976,966,966,50,"https://fbref.com/en/squads/75fae011/2018-2019/Cardiff-City-Stats"
2019,"Celta Vigo","La Liga","team",28,38,79,6,5,458,484,90,659,382,377,3,7,1,1904,663,611,52,"https://fbref.com/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats"
2019,"Celta Vigo","La Liga","opponent",28,38,89,2,1,515,436,78,745,361,379,7,7,1,1905,611,663,48,"https://fbref.com/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats"
2019,"Chelsea","Premier League","team",24,38,49,0,0,339,424,83,692,353,365,5,2,0,2171,523,504,50.9,"https://fbref.com/en/squads/cff3d9bb/2018-2019/Chelsea-Stats"
2019,"Chelsea","Premier League","opponent",24,38,63,0,0,431,326,77,511,568,403,2,5,2,2047,504,523,49.1,"https://fbref.com/en/squads/cff3d9bb/2018-2019/Chelsea-Stats"
2019,"Chievo","Serie A","team",36,38,110,7,6,588,476,78,677,471,374,3,4,2,1944,695,732,48.7,"https://fbref.com/en/squads/cc919b35/2018-2019/Chievo-Stats"
2019,"Chievo","Serie A","opponent",36,38,64,4,0,497,555,56,814,344,315,3,6,0,2060,732,695,51.3,"https://fbref.com/en/squads/cc919b35/2018-2019/Chievo-Stats"
2019,"Crystal Palace","Premier League","team",26,38,58,2,1,386,391,78,577,445,446,10,5,1,1996,680,706,49.1,"https://fbref.com/en/squads/47c64c55/2018-2019/Crystal-Palace-Stats"
2019,"Crystal Palace","Premier League","opponent",26,38,62,2,1,408,375,61,840,426,422,4,11,3,2147,706,680,50.9,"https://fbref.com/en/squads/47c64c55/2018-2019/Crystal-Palace-Stats"
2019,"Dijon","Ligue 1","team",26,38,75,7,4,573,443,59,606,482,408,1,3,1,1963,694,800,46.5,"https://fbref.com/en/squads/8dfb7350/2018-2019/Dijon-Stats"
2019,"Dijon","Ligue 1","opponent",26,38,48,5,2,467,542,53,695,359,390,2,4,2,2054,800,694,53.5,"https://fbref.com/en/squads/8dfb7350/2018-2019/Dijon-Stats"
2019,"Dortmund","Bundesliga","team",23,34,40,3,0,292,385,66,458,384,319,3,5,0,1784,461,472,49.4,"https://fbref.com/en/squads/add600ae/2018-2019/Dortmund-Stats"
2019,"Dortmund","Bundesliga","opponent",23,34,68,3,1,399,277,80,575,395,442,3,4,1,1800,472,461,50.6,"https://fbref.com/en/squads/add600ae/2018-2019/Dortmund-Stats"
2019,"Düsseldorf","Bundesliga","team",24,34,67,1,0,432,404,49,544,419,384,3,7,0,1725,609,608,50,"https://fbref.com/en/squads/b1278397/2018-2019/Dusseldorf-Stats"
2019,"Düsseldorf","Bundesliga","opponent",24,34,57,4,2,435,409,53,672,332,316,4,7,1,1864,608,609,50,"https://fbref.com/en/squads/b1278397/2018-2019/Dusseldorf-Stats"
2019,"Eibar","La Liga","team",25,38,81,2,1,521,390,92,1057,368,424,5,4,1,2272,996,1018,49.5,"https://fbref.com/en/squads/bea5c710/2018-2019/Eibar-Stats"
2019,"Eibar","La Liga","opponent",25,38,76,2,1,428,482,162,518,474,393,3,8,0,2105,1018,996,50.5,"https://fbref.com/en/squads/bea5c710/2018-2019/Eibar-Stats"
2019,"Eint Frankfurt","Bundesliga","team",30,34,58,3,2,420,346,81,678,360,371,1,1,1,2032,819,712,53.5,"https://fbref.com/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats"
2019,"Eint Frankfurt","Bundesliga","opponent",30,34,63,3,3,368,394,106,584,440,348,0,4,0,2008,712,819,46.5,"https://fbref.com/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats"
2019,"Empoli","Serie A","team",29,38,73,3,1,458,440,77,636,333,328,5,8,2,1865,431,544,44.2,"https://fbref.com/en/squads/a3d88bd8/2018-2019/Empoli-Stats"
2019,"Empoli","Serie A","opponent",29,38,77,6,3,468,430,92,817,406,373,8,7,3,1955,544,431,55.8,"https://fbref.com/en/squads/a3d88bd8/2018-2019/Empoli-Stats"
2019,"Espanyol","La Liga","team",25,38,90,2,2,531,510,84,544,408,394,3,8,2,1935,591,582,50.4,"https://fbref.com/en/squads/a8661628/2018-2019/Espanyol-Stats"
2019,"Espanyol","La Liga","opponent",25,38,111,6,5,540,504,78,822,420,382,6,4,5,1978,582,591,49.6,"https://fbref.com/en/squads/a8661628/2018-2019/Espanyol-Stats"
2019,"Everton","Premier League","team",23,38,56,4,1,432,418,69,814,453,441,4,5,2,2157,872,877,49.9,"https://fbref.com/en/squads/d3fd31cc/2018-2019/Everton-Stats"
2019,"Everton","Premier League","opponent",23,38,77,2,1,440,420,85,568,410,430,5,5,1,2116,877,872,50.1,"https://fbref.com/en/squads/d3fd31cc/2018-2019/Everton-Stats"
2019,"Fiorentina","Serie A","team",27,38,89,5,2,562,507,48,780,413,371,5,6,3,1973,637,623,50.6,"https://fbref.com/en/squads/421387cf/2018-2019/Fiorentina-Stats"
2019,"Fiorentina","Serie A","opponent",27,38,97,1,0,537,532,51,740,383,408,0,6,2,1872,623,637,49.4,"https://fbref.com/en/squads/421387cf/2018-2019/Fiorentina-Stats"
2019,"Freiburg","Bundesliga","team",28,34,54,3,3,412,408,51,528,374,357,4,7,0,1649,553,669,45.3,"https://fbref.com/en/squads/a486e511/2018-2019/Freiburg-Stats"
2019,"Freiburg","Bundesliga","opponent",28,34,56,3,1,433,387,48,685,339,335,5,6,2,1773,669,553,54.7,"https://fbref.com/en/squads/a486e511/2018-2019/Freiburg-Stats"
2019,"Frosinone","Serie A","team",33,38,99,2,0,560,536,73,815,384,353,5,5,1,1873,621,715,46.5,"https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats"
2019,"Frosinone","Serie A","opponent",33,38,78,4,2,558,530,62,794,334,342,5,5,1,2036,715,621,53.5,"https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats"
2019,"Fulham","Premier League","team",28,38,70,2,2,423,342,90,611,434,362,2,7,2,2072,742,718,50.8,"https://fbref.com/en/squads/fd962109/2018-2019/Fulham-Stats"
2019,"Fulham","Premier League","opponent",28,38,43,0,0,354,405,79,808,446,428,5,3,1,2094,718,742,49.2,"https://fbref.com/en/squads/fd962109/2018-2019/Fulham-Stats"
2019,"Genoa","Serie A","team",31,38,95,7,2,559,481,65,797,424,424,4,6,2,1981,758,749,50.3,"https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats"
2019,"Genoa","Serie A","opponent",31,38,87,4,1,509,523,69,725,350,340,4,5,2,1947,749,758,49.7,"https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats"
2019,"Getafe","La Liga","team",26,38,107,7,4,642,501,102,638,453,358,4,7,2,2029,836,948,46.9,"https://fbref.com/en/squads/7848bd64/2018-2019/Getafe-Stats"
2019,"Getafe","La Liga","opponent",26,38,109,5,3,529,588,117,594,342,389,4,6,1,2076,948,836,53.1,"https://fbref.com/en/squads/7848bd64/2018-2019/Getafe-Stats"
2019,"Girona","La Liga","team",26,38,81,4,2,537,527,60,743,432,367,3,8,2,1974,749,756,49.8,"https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats"
2019,"Girona","La Liga","opponent",26,38,116,7,3,551,509,74,747,407,366,7,6,0,2036,756,749,50.2,"https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats"
2019,"Guingamp","Ligue 1","team",30,38,58,5,0,486,464,54,809,421,431,4,6,0,1990,778,843,48,"https://fbref.com/en/squads/d41b5f53/2018-2019/Guingamp-Stats"
