"Season_End_Year","Squad","Comp","Age_Generales","Num_Players_Generales","Mn_per_Start_Starts_Generales","Mn_per_Sub_Subs_Generales","unSub_Subs_Generales","PPM_Team.Success_Generales","Fld_Generales","Fls_Generales","indiscipline_index_Generales","num_Aerial_Generales","Gls_Standard_Ataque","G_minus_xG_Expected_Ataque","Sh_per_90_Standard_Ataque","Acc_shot_Ataque","xG_per_SoT_Expected_Ataque","SCA90_SCA_Ataque","PassLive_GCA_Ataque","PassDead_GCA_Ataque","GCA90_SCA_Ataque","Sh_SCA_percent_Ataque","Fld_SCA_percent_Ataque","Def_SCA_percent_Ataque","Cmp_Total_Transiciones","Att_Short_percent_Transiciones","Att_Medium_percent_Transiciones","Att_Long_percent_Transiciones","Final_Third_percent_Transiciones","TB_Pass_Transiciones","Crs_Pass_Transiciones","Sw_Pass_Transiciones","In_Corner_percent_Transiciones","Out_Corner_percent_Transiciones","Str_Corner_percent_Transiciones","PrgDist_Carries_Transiciones","Att_Take_Transiciones","DefPen_Touches_percent_Transiciones","Def3rd_Touches_percent_Transiciones","Mid3rd_Touches_percent_Transiciones","Att3rd_Touches_percent_Transiciones","AttPen_Touches_percent_Transiciones","Tkl_Tackles_Defensa","Int_Defensa","Att_Challenges_Defensa","Blocks_Blocks_Defensa","Tkl_Tackles_Defensa.1","Def3rd_Tackles_percent_Defensa","Mid3rd_Tackles_percent_Defensa","Att3rd_Tackles_percent_Defensa","Num_Players_Porteria","GA90_Porteria","PSxG_per_SoT_Expected_Porteria","CS_percent_Porteria","Att_Launched_Porteria","Opp_Crosses_Porteria","AvgLen_Goal_Porteria","AvgLen_Passes_Porteria","CK_Goals_Porteria"
"2018","Benevento","Serie A",26,41,84,0,311,0.55,465,486,12,911,32,-6.3,12.37,0.308510638297872,0.264137931034483,21.71,36,5,0.0704744357438968,0.0618181818181818,0.0521212121212121,0.0206060606060606,14277,0.39887421278493,0.375243827676531,0.167809173493842,0.0636688379911746,38,661,169,0.427710843373494,0.397590361445783,0.0180722891566265,42094,665,0.11517824663514,0.363041105856675,0.447617315387414,0.202573663150236,0.025918515823936,581,449,551,398,581,0.550774526678141,0.354561101549053,0.0946643717728055,3,2.21,0.34,10.5,628,619,46.2,32.9,10
"2018","Betis","La Liga",27.1,29,84,21,153,1.58,486,465,105,900,56,10,10.92,0.385542168674699,0.2875,19.05,72,5,0.128608923884514,0.0303867403314917,0.0428176795580111,0.0207182320441989,17953,0.422717602441957,0.388169457034502,0.146193691610397,0.0684008243747563,53,534,232,0.438848920863309,0.237410071942446,0.0359712230215827,42791,681,0.0990760762728524,0.31653233733045,0.490387261647336,0.202358954196973,0.0229998034204836,635,427,537,356,635,0.502362204724409,0.396850393700787,0.100787401574803,3,1.61,0.29,34.2,577,584,43.3,34.5,7
"2018","Bologna","Serie A",26.8,30,85,0,331,1.03,466,482,12,1164,37,0.4,9.37,0.334269662921348,0.307563025210084,16.92,38,4,0.0963356973995272,0.0497667185069984,0.0793157076205288,0.0217729393468118,13650,0.369968160109165,0.393904935183079,0.185239936320218,0.08,28,553,179,0.82,0.1,0,33562,473,0.115603226989366,0.348368170150348,0.470847084708471,0.191648331499817,0.0245691235790246,661,462,588,488,661,0.53857791225416,0.388804841149773,0.0726172465960666,3,1.37,0.28,21.1,796,715,49.8,38.5,5
"2018","Bordeaux","Ligue 1",25.1,31,84,21,153,1.45,470,532,84,1209,52,1,12.24,0.30752688172043,0.356643356643357,21.71,67,4,0.111469368954399,0.0557575757575758,0.0521212121212121,0.016969696969697,14603,0.428817296832141,0.336578282149196,0.160920776636369,0.0704649729507635,61,736,186,0.525139664804469,0.301675977653631,0,41801,766,0.085100765642876,0.290240253454193,0.491595529349644,0.230088884977559,0.0307137199683182,699,464,682,355,699,0.444921316165951,0.46065808297568,0.0944206008583691,2,1.26,0.26,26.3,651,496,54.7,38.9,5
"2018","Bournemouth","Premier League",26.9,22,85,0,157,1.16,411,339,3,1448,45,6.2,12.16,0.331168831168831,0.25359477124183,21.29,53,8,0.10239549084077,0.0519159456118665,0.0482076637824475,0.0185414091470952,13450,0.38069257321011,0.403128827524775,0.176817726311101,0.0907063197026022,37,707,112,0.477064220183486,0.298165137614679,0.00458715596330275,33018,638,0.108812949640288,0.343345323741007,0.42589928057554,0.241276978417266,0.0350719424460432,509,367,525,453,509,0.534381139489195,0.367387033398821,0.0982318271119843,1,1.61,0.31,15.8,647,611,55.5,38.9,7
"2018","Brighton","Premier League",27.5,24,84,0,165,1.05,277,413,0,1573,33,-4,9.92,0.291777188328912,0.336363636363636,18,43,3,0.0877777777777778,0.054093567251462,0.0453216374269006,0.0116959064327485,11838,0.359210847788908,0.352064500366479,0.220498411922795,0.0747592498732894,32,680,203,0.54601226993865,0.361963190184049,0.0306748466257669,29182,487,0.123547221408341,0.364928215646059,0.428801640785233,0.21794120519582,0.0290067389393495,599,449,642,430,599,0.601001669449082,0.342237061769616,0.0567612687813022,1,1.42,0.28,26.3,875,623,57.9,44.5,15
"2018","Burnley","Premier League",27.5,24,85,0,183,1.42,422,350,0,1879,35,2.7,9.95,0.333333333333333,0.256349206349206,17.47,37,4,0.0875787063537493,0.0647590361445783,0.072289156626506,0.0120481927710843,10524,0.345893089960887,0.353129074315515,0.242438070404172,0.0925503610794375,19,707,107,0.413173652694611,0.395209580838323,0.0838323353293413,22260,345,0.122146822948797,0.325622044005758,0.460621015833847,0.222702035780382,0.0302796627596134,533,400,553,457,533,0.51031894934334,0.407129455909944,0.0825515947467167,2,1.03,0.28,31.6,1074,662,66.1,52.1,4
"2018","Caen","Ligue 1",27.3,26,84,25,170,1,433,523,84,1584,25,-17.8,11.89,0.263274336283186,0.359663865546218,20.89,35,4,0.0593585447582575,0.044080604534005,0.0654911838790932,0.0188916876574307,11621,0.348748304353188,0.368911086447157,0.219940806511284,0.0959469925135531,22,971,213,0.386138613861386,0.524752475247525,0.0297029702970297,29429,469,0.0950228443666764,0.300038884028385,0.484738018858754,0.226985515699426,0.0252260134149898,733,476,747,450,733,0.503410641200546,0.402455661664393,0.0941336971350614,2,1.37,0.28,34.2,822,515,57.1,45,5
"2018","Cagliari","Serie A",27.1,29,83,0,295,1.03,458,611,12,1343,33,-6.7,9.84,0.302139037433155,0.351327433628319,17.29,38,6,0.0821283979178716,0.0654490106544901,0.0547945205479452,0.0121765601217656,12229,0.363353665829446,0.385300801339553,0.203384762588207,0.0894594815602257,21,732,145,0.430167597765363,0.430167597765363,0.00558659217877095,25957,411,0.106474541850007,0.341182728107925,0.456022436052415,0.212658962332576,0.0298825008461873,640,431,559,425,640,0.5046875,0.3734375,0.121875,3,1.61,0.29,21.1,651,625,54.7,38.6,4
"2018","Celta Vigo","La Liga",25.7,23,85,19,157,1.29,540,430,89,1069,57,2,11.68,0.353603603603604,0.35031847133758,21.11,70,6,0.128375177640928,0.0498753117206983,0.0698254364089776,0.0261845386533666,16981,0.390394380902662,0.393621565184377,0.169759384936643,0.0729639008303398,45,583,215,0.313725490196078,0.222222222222222,0.0065359477124183,38089,603,0.0991879115995313,0.324148519251747,0.480829057411822,0.204961415700376,0.0286049048523292,589,497,556,327,589,0.516129032258065,0.393887945670628,0.0899830220713073,3,1.58,0.29,18.4,700,539,53.1,36.3,8
"2018","Chelsea","Premier League",26.7,26,84,0,157,1.84,405,363,6,1108,60,5.6,15.87,0.348258706467662,0.259047619047619,29.32,84,7,0.0985675306957708,0.0484739676840215,0.0412926391382406,0.0107719928186715,18967,0.414094627938184,0.385697588848968,0.133803731440197,0.0754468287024833,69,755,203,0.234782608695652,0.330434782608696,0.0304347826086957,51657,734,0.0849254555494202,0.297588809129394,0.443769556414504,0.269979753359102,0.0363703294680655,636,424,550,365,636,0.504716981132076,0.394654088050314,0.10062893081761,2,1,0.29,42.1,468,479,45.7,33.8,2
"2018","Chievo","Serie A",30.3,25,82,0,345,1.05,460,478,3,1302,36,1.9,10.24,0.336760925449871,0.26030534351145,18.42,48,7,0.0928338762214984,0.0357142857142857,0.0457142857142857,0.02,12721,0.37730963869601,0.367247263740144,0.197187242556196,0.0782171212954956,20,801,176,0.591836734693878,0.346938775510204,0.00680272108843537,29062,378,0.117322422570056,0.330938674532566,0.44835624910795,0.230933916932299,0.0277368095532613,543,444,566,443,543,0.502762430939227,0.366482504604052,0.130755064456722,1,1.55,0.27,18.4,620,651,42.7,36.8,11
"2018","Crotone","Serie A",25.6,29,83,0,318,0.92,466,501,3,1364,38,3.4,9.95,0.341269841269841,0.268217054263566,17.13,47,3,0.0980735551663748,0.0506912442396313,0.0706605222734255,0.0307219662058372,10315,0.353607073481144,0.377989148636881,0.209726036573113,0.0946194861851672,17,635,98,0.574626865671642,0.283582089552239,0.00746268656716418,26095,419,0.121889389000983,0.352372083398003,0.44787624812458,0.212944280614621,0.0272647317502199,697,578,613,449,697,0.523672883787661,0.365853658536585,0.110473457675753,1,1.74,0.29,13.2,916,691,58.6,47.8,13
"2018","Crystal Palace","Premier League",27.1,28,85,0,191,1.16,404,425,0,1460,44,-9.5,12.26,0.28755364806867,0.399253731343284,21.95,50,3,0.0933940774487471,0.0671462829736211,0.0719424460431655,0.0203836930455636,11809,0.415415166935584,0.342807496586819,0.18412560506392,0.0878143788635786,30,703,83,0.404761904761905,0.176190476190476,0.323809523809524,31023,718,0.105501275448814,0.318236511527169,0.438946912451268,0.254752851711027,0.0390335467103047,686,552,666,466,686,0.572886297376093,0.345481049562682,0.0816326530612245,2,1.45,0.3,23.7,826,612,62.8,47.3,11
"2018","Dijon","Ligue 1",26.6,26,84,20,154,1.26,471,492,92,1268,52,10.4,11.45,0.354022988505747,0.27012987012987,20.5,54,6,0.114146341463415,0.0397946084724005,0.0667522464698331,0.0102695763799743,13255,0.377212708297296,0.366487920198351,0.198927521190106,0.0722746133534515,59,567,190,0.398692810457516,0.30718954248366,0.0196078431372549,37697,624,0.112746691432552,0.3369398653355,0.473833294636638,0.202228929649408,0.0276758764801486,685,544,687,385,685,0.52992700729927,0.385401459854015,0.0846715328467153,1,1.92,0.27,13.2,727,643,44.8,36.2,6
"2018","Dortmund","Bundesliga",25.9,30,82,0,141,1.62,422,403,3,1096,62,-4,14.09,0.348643006263048,0.395209580838323,25.21,72,1,0.119000396667989,0.0700116686114352,0.0326721120186698,0.0221703617269545,16710,0.397246994959287,0.408006979449399,0.140364482357503,0.0816277678037104,23,585,117,0.425925925925926,0.37037037037037,0.0740740740740741,39596,679,0.0693237314791822,0.244102309411473,0.529136660872444,0.235783461633971,0.0360069530667991,695,336,602,390,695,0.438848920863309,0.441726618705036,0.119424460431655,2,1.38,0.3,35.3,506,419,49.9,32.4,4
"2018","Eibar","La Liga",27.4,27,84,20,153,1.34,435,492,102,1470,43,2.1,12.29,0.28051391862955,0.312213740458015,21.29,50,9,0.0887740723344293,0.0420271940667491,0.0877626699629172,0.0185414091470952,12725,0.346250208785702,0.350704303769278,0.249095261956461,0.101139489194499,17,1055,323,0.262008733624454,0.650655021834061,0.00873362445414847,28436,649,0.0751094491061656,0.243478657424298,0.486364465523532,0.281329806639912,0.0323330901130974,643,554,613,349,643,0.421461897356143,0.438569206842924,0.139968895800933,3,1.32,0.34,28.9,957,379,69.5,52.4,3
"2018","Eint Frankfurt","Bundesliga",26.4,28,84,0,137,1.44,453,526,0,1384,44,1.8,11.41,0.373711340206186,0.291034482758621,19.94,61,7,0.122367101303912,0.0619469026548673,0.0471976401179941,0.0265486725663717,11467,0.340249229188078,0.399858684480987,0.20304470709147,0.0866835266416674,19,586,152,0.322784810126582,0.582278481012658,0.00632911392405063,26283,550,0.0940779220779221,0.307532467532468,0.501714285714286,0.201766233766234,0.0341298701298701,623,409,541,465,623,0.434991974317817,0.473515248796148,0.0914927768860353,1,1.32,0.3,20.6,662,483,56.1,37.2,7
"2018","Espanyol","La Liga",26.8,25,84,25,161,1.29,530,521,94,1230,33,-8.1,10.79,0.31219512195122,0.32109375,19.05,40,4,0.0829396325459318,0.0511049723756906,0.0676795580110497,0.0276243093922652,12753,0.400011633317822,0.343473708701722,0.198929734760354,0.081235787657806,34,720,179,0.4,0.54375,0,28646,596,0.101445862572411,0.33527998869684,0.463994725191918,0.210097489756511,0.0277869354306975,716,515,700,362,716,0.498603351955307,0.388268156424581,0.113128491620112,2,1.11,0.26,31.6,673,568,57.2,39.3,5
"2018","Everton","Premier League",26.7,30,85,0,152,1.29,364,460,6,1612,42,1.5,9.24,0.313390313390313,0.368181818181818,16.55,41,4,0.112990936555891,0.0492845786963434,0.0667726550079491,0.0190779014308426,11953,0.386109762020398,0.339849441476445,0.205500242836328,0.08734208985192,25,629,114,0.466666666666667,0.413333333333333,0.0466666666666667,26650,461,0.11560445841669,0.337525007144899,0.438458607221111,0.233400019053063,0.0289606554253596,644,514,612,426,644,0.559006211180124,0.319875776397516,0.12111801242236,1,1.53,0.3,26.3,945,591,67.2,47.8,6
"2018","Fiorentina","Serie A",25,27,84,0,325,1.5,428,551,9,1178,53,-1.5,16.08,0.292962356792144,0.304469273743017,28.5,65,4,0.0887719298245614,0.0563250230840259,0.0350877192982456,0.0184672206832872,15445,0.387923566878981,0.405910828025478,0.151694267515924,0.0792489478795727,62,823,113,0.266666666666667,0.642857142857143,0.0142857142857143,39005,570,0.0863108855704838,0.293706584584668,0.474148329936359,0.241628883989851,0.0328189343205358,742,489,656,438,742,0.487870619946092,0.382749326145553,0.129380053908356,2,1.21,0.27,36.8,406,539,39.1,32.1,5
"2018","Freiburg","Bundesliga",24.8,29,83,0,142,1.06,429,446,9,1478,32,-7.6,11,0.294117647058824,0.36,19.71,31,10,0.0837138508371385,0.0552238805970149,0.082089552238806,0.0164179104477612,11137,0.311730438236462,0.421885343572091,0.219647822057461,0.0785669390320553,9,471,132,0.354330708661417,0.511811023622047,0.031496062992126,22979,454,0.119767253919509,0.367975863369431,0.446366036312699,0.196595011044664,0.0272614622057001,639,392,551,421,639,0.469483568075117,0.45226917057903,0.0782472613458529,2,1.65,0.25,26.5,836,570,63.4,40.8,7
"2018","Genoa","Serie A",27.9,33,81,0,329,1.08,474,555,0,1150,31,-12.5,10.87,0.290556900726392,0.3625,19.74,36,3,0.07193515704154,0.0533333333333333,0.0426666666666667,0.0133333333333333,13335,0.364604577384999,0.401144346249717,0.189950147292092,0.0906636670416198,32,769,131,0.519125683060109,0.344262295081967,0.0109289617486339,32868,509,0.101822577645527,0.322391668216478,0.452017853821834,0.238934350009299,0.0314766598474986,551,394,524,412,551,0.509981851179673,0.404718693284936,0.0852994555353902,2,1.13,0.24,31.6,783,558,56,40.8,2
"2018","Getafe","La Liga",28.2,32,84,19,153,1.45,495,673,162,1271,41,-7.2,9.5,0.337950138504155,0.395081967213115,16.55,31,9,0.101510574018127,0.041335453100159,0.0937996820349762,0.041335453100159,8531,0.356628515121655,0.314939740771621,0.257257636625483,0.103622084163638,53,585,243,0.232044198895028,0.403314917127072,0.0110497237569061,19639,584,0.10807669959326,0.327832655432888,0.431144683323649,0.252237071470076,0.0332364904125508,715,487,732,350,715,0.516083916083916,0.373426573426573,0.11048951048951,2,0.87,0.31,36.8,925,549,64.3,52.5,3
"2018","Girona","La Liga",26.3,25,85,19,159,1.34,497,615,102,1240,50,-0.6,11.76,0.333333333333333,0.339597315436242,20.89,47,9,0.111057922450933,0.0503778337531486,0.0994962216624685,0.0214105793450882,11843,0.365716779946374,0.351624368647503,0.23389661407994,0.0829181795153255,31,828,339,0.204545454545455,0.375,0.113636363636364,26849,644,0.0994982438534872,0.326593075765178,0.457902659307577,0.227295534370296,0.0330155544405419,611,490,606,329,611,0.48936170212766,0.415711947626841,0.0949263502454992,2,1.55,0.32,28.9,797,488,60.2,43.7,2
"2018","Guingamp","Ligue 1",27.2,23,84,20,153,1.24,517,498,79,1245,46,0.5,11.63,0.352941176470588,0.291666666666667,20.11,48,4,0.0969666832421681,0.0615183246073298,0.0798429319371728,0.0130890052356021,13835,0.399554317548747,0.33933147632312,0.182228412256267,0.0758221900975786,25,727,174,0.447368421052632,0.4,0.0315789473684211,32949,618,0.0932361648827146,0.29478478706445,0.481712593942154,0.234616260532908,0.0298337508540196,640,475,672,368,640,0.484375,0.4234375,0.0921875,1,1.55,0.26,28.9,705,547,58.6,41.2,5
"2018","Hamburger SV","Bundesliga",25,29,84,0,138,0.91,467,499,9,1456,28,-9.7,11.47,0.330769230769231,0.292248062015504,19.94,26,2,0.067703109327984,0.0545722713864307,0.0722713864306785,0.028023598820059,10836,0.350667280257708,0.402340411544277,0.191177437380843,0.0892395717977113,13,668,112,0.359605911330049,0.399014778325123,0,26283,671,0.0955543933054393,0.301935146443515,0.477981171548117,0.232740585774059,0.036663179916318,729,367,641,496,729,0.474622770919067,0.429355281207133,0.0960219478737997,2,1.56,0.35,20.6,577,446,52.1,40.6,5
"2018","Hannover 96","Bundesliga",26.4,26,84,0,136,1.15,503,487,0,1468,44,-0.6,12.65,0.325581395348837,0.318571428571429,22.44,53,7,0.10204991087344,0.072083879423329,0.0773263433813893,0.0196592398427261,10896,0.358211933745759,0.389343444422271,0.189915519191113,0.0798458149779736,9,579,90,0.41044776119403,0.514925373134328,0.0373134328358209,26297,484,0.11721302835459,0.356751343944345,0.450932855486455,0.203172762727943,0.0297775903868452,668,382,661,474,668,0.517964071856287,0.402694610778443,0.0793413173652695,2,1.59,0.27,14.7,569,563,40.5,35.1,11
"2018","Hellas Verona","Serie A",25.9,32,85,0,317,0.66,404,511,12,1197,30,-3,9.32,0.251412429378531,0.370786516853933,16.08,30,3,0.0783582089552239,0.060556464811784,0.0621931260229133,0.027823240589198,11540,0.380113600102112,0.352032675984428,0.209968728061778,0.0688908145580589,19,665,187,0.286713286713287,0.475524475524476,0.020979020979021,31140,584,0.144690488173125,0.387367891293407,0.434776044287871,0.192652239557121,0.0222445898339205,664,541,603,425,664,0.528614457831325,0.368975903614458,0.102409638554217,2,2.05,0.24,18.4,903,761,54.7,41.1,10
"2018","Hertha BSC","Bundesliga",26.4,25,85,0,142,1.26,465,494,0,1332,43,3.8,9.26,0.406349206349206,0.30625,16.53,49,10,0.140350877192982,0.0516014234875445,0.0693950177935943,0.0106761565836299,11790,0.334906261956383,0.411490881265145,0.206478765463589,0.0848176420695505,7,528,129,0.188976377952756,0.669291338582677,0.031496062992126,23027,554,0.10820760097475,0.329133613314668,0.483382589308861,0.196972053714938,0.0247835329496552,655,386,515,436,655,0.49618320610687,0.409160305343511,0.0946564885496183,2,1.35,0.22,23.5,840,522,56.5,44,7
"2018","Hoffenheim","Bundesliga",25,26,84,0,136,1.62,438,506,0,920,64,13.5,13.82,0.365957446808511,0.293604651162791,24.79,72,6,0.124647035094796,0.0557532621589561,0.036773428232503,0.0142348754448399,13876,0.371222113895739,0.409818202672478,0.171875896083042,0.0777601614298069,24,592,111,0.411392405063291,0.449367088607595,0,31534,552,0.101848755553432,0.345674294176659,0.461997802512779,0.200019108584532,0.0356375101514355,688,345,571,440,688,0.472383720930233,0.436046511627907,0.0915697674418605,1,1.41,0.27,29.4,590,480,47.9,33.4,9
"2018","Huddersfield","Premier League",26.4,25,85,0,154,0.97,363,397,6,1588,25,-6.3,9.47,0.294444444444444,0.295283018867925,16.34,29,4,0.0722154222766218,0.0563607085346216,0.0579710144927536,0.0257648953301127,12036,0.37789799072643,0.364225419094043,0.19438830103436,0.0778497839813892,26,765,82,0.612121212121212,0.193939393939394,0.0363636363636364,29381,491,0.106232427366448,0.329522024367385,0.445220243673852,0.237300843486411,0.0249765698219306,743,518,630,453,743,0.476446837146703,0.411843876177658,0.111709286675639,1,1.53,0.3,26.3,891,493,57.9,45.2,6
"2018","Inter","Serie A",27.6,22,85,0,283,1.89,395,452,0,1015,64,7.3,14.87,0.345132743362832,0.290769230769231,27.13,73,12,0.107629929966826,0.0455868089233754,0.0358874878758487,0.0164888457807953,18939,0.446261886068219,0.372110267818198,0.123615109482683,0.0738687364697186,57,1042,169,0.321799307958477,0.377162629757785,0.0242214532871972,50588,553,0.083977735440248,0.269789682094961,0.488662258582689,0.250476297209459,0.033770406066719,632,402,612,349,632,0.503164556962025,0.39873417721519,0.0981012658227848,1,0.79,0.25,44.7,280,546,35.9,26.1,1
